sAddress,rAddress,sMACs,rMACs,sIPs,rIPs,protocol,startDate,endDate,start,end,startOffset,endOffset,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg,IT_B_Label,IT_M_Label,NST_B_Label,NST_M_Label,time, current_loop, loop_latency, logic_execution_time, tank_input_valve_status(0), tank_input_valve_mode(1), tank_level_value(2), tank_level_min(3), tank_level_max(4), tank_output_valve_status(5), tank_output_valve_mode(6), tank_output_flow_value(7), , conveyor_belt_engine_status(8), conveyor_belt_engine_mode(9), bottle_level_value(10), bottle_level_max(11), bottle_distance_to_filler_value(12)
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:02.028911,2022-09-16 11:29:02.519592,1663320542.028911,1663320542.519592,862.518574,863.009255,0.490682,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10597.496,18912.455,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.054463439517551,0.0258253122630872,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.484,0.0,0.0,0.000332,0.025671,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:03.013175,2022-09-16 11:29:03.512942,1663320543.013175,1663320543.512942,863.502838,864.002605,0.499768,8.0,17.0,520.0,992.0,65.0,64.0,65.0,52.0,65.0,58.353,8323.861,15879.366,104.0,108.0,13.0,12.0,13.0,0.0,13.0,6.353,0.0012838499886648,0.0312354415655136,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.49,0.0,0.0,0.000542,0.03099,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:03.024027,2022-09-16 11:29:03.523532,1663320543.024027,1663320543.523532,863.51369,864.013195,0.499506,6.0,12.0,390.0,696.0,65.0,64.0,65.0,52.0,65.0,58.0,6246.174,11147.018,78.0,72.0,13.0,12.0,13.0,0.0,13.0,6.0,0.099794578552246,0.0454095276919278,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.494,0.0,0.0,0.000414,0.045218,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:03.002280,2022-09-16 11:29:03.412497,1663320543.00228,1663320543.412497,863.491943,863.90216,0.410218,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24162.759,18195.201,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203634977340698,0.0292921406882149,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.197,0.199,0.0,0.0,0.01933,0.028906,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:03.513483,2022-09-16 11:29:04.013288,1663320543.513483,1663320544.013288,864.003146,864.502951,0.499806,8.0,16.0,520.0,928.0,65.0,64.0,65.0,52.0,65.0,58.0,8323.23,14853.764,104.0,96.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0010068416595458,0.0333110650380452,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.493,0.0,0.0,0.000417,0.031123,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:03.524232,2022-09-16 11:29:03.528650,1663320543.524232,1663320543.52865,864.013895,864.018313,0.004419,4.0,8.0,260.0,464.0,65.0,64.0,65.0,52.0,65.0,58.0,470680.381,839983.449,52.0,48.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0011329650878906,0.0006311620984758,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000552,0.000368,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:03.601426,2022-09-16 11:29:04.056809,1663320543.601426,1663320544.056809,864.091089,864.546472,0.455384,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,20852.728,16390.56,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0239207870081851,0.0292013713291713,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.198,0.199,0.0,0.0,0.024075,0.028937,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:04.014334,2022-09-16 11:29:04.512604,1663320544.014334,1663320544.512604,864.503997,865.002267,0.498271,9.0,13.0,585.0,772.0,65.0,64.0,65.0,52.0,65.0,59.385,9392.479,12394.861,117.0,96.0,13.0,12.0,13.0,0.0,13.0,7.385,0.0622498691082,0.0415127476056416,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.615,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.011,0.479,0.0,0.0,0.001833,0.040693,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:04.201127,2022-09-16 11:29:04.609630,1663320544.201127,1663320544.60963,864.69079,865.099293,0.408504,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24264.141,18271.544,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203990578651428,0.0291582856859479,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.2,0.199,0.0,0.0,0.020331,0.028846,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:04.514689,2022-09-16 11:29:04.520244,1663320544.514689,1663320544.520244,865.004352,865.009907,0.005556,7.0,14.0,455.0,812.0,65.0,64.0,65.0,52.0,65.0,58.0,655157.673,1169204.463,91.0,84.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0008438428243001,0.0004273011134221,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.001,0.0,0.0,0.000385,0.000277,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:04.033546,2022-09-16 11:29:04.523700,1663320544.033546,1663320544.5237,864.523209,865.013363,0.490155,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10608.888,18932.785,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0544055567847357,0.0257975804178338,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.482,0.0,0.0,0.000344,0.025651,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:04.801120,2022-09-16 11:29:05.256670,1663320544.80112,1663320545.25667,865.290783,865.746333,0.455551,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,20845.089,16384.556,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0239399483329371,0.029582210949489,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.221,0.2,0.0,0.0,0.023527,0.028264,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:05.401780,2022-09-16 11:29:05.809527,1663320545.40178,1663320545.809527,865.891443,866.29919,0.407748,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24309.13,18305.423,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203598499298095,0.0291069405419485,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.193,0.2,0.0,0.0,0.020362,0.028842,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:05.019420,2022-09-16 11:29:05.514412,1663320545.01942,1663320545.514412,865.509083,866.004075,0.494993,16.0,30.0,1040.0,1752.0,65.0,64.0,65.0,52.0,65.0,58.4,16808.318,28315.551,208.0,192.0,13.0,12.0,13.0,0.0,13.0,6.4,0.0328655242919921,0.0170686902671024,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.533,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.002,0.485,0.0,0.0,0.000339,0.018334,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:05.027557,2022-09-16 11:29:05.515762,1663320545.027557,1663320545.515762,865.51722,866.005425,0.488206,10.0,19.0,650.0,1108.0,65.0,64.0,65.0,52.0,65.0,58.316,10651.237,18156.263,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.316,0.0542006757524278,0.0271225108040703,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.526,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.484,0.0,0.0,0.000221,0.029429,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:06.013390,2022-09-16 11:29:06.022194,1663320546.01339,1663320546.022194,866.503053,866.511857,0.008805,8.0,16.0,520.0,928.0,65.0,64.0,65.0,52.0,65.0,58.0,472467.177,843172.192,104.0,96.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0011224406106131,0.0005869229634602,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000514,0.000371,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:06.022534,2022-09-16 11:29:06.028606,1663320546.022534,1663320546.028606,866.512197,866.518269,0.006073,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,428121.357,764031.961,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0013922452926635,0.0006746715969509,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.002,0.0,0.0,0.000428,0.000466,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:06.008975,2022-09-16 11:29:06.415901,1663320546.008975,1663320546.415901,866.498638,866.905564,0.406927,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24358.182,18342.36,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203183531761169,0.0288462127958025,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.201,0.199,0.0,0.0,0.019021,0.028273,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:06.515689,2022-09-16 11:29:07.014830,1663320546.515689,1663320547.01483,867.005352,867.504493,0.499142,8.0,17.0,520.0,992.0,65.0,64.0,65.0,52.0,65.0,58.353,8334.298,15899.276,104.0,108.0,13.0,12.0,13.0,0.0,13.0,6.353,0.0011320114135742,0.0311963260173797,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.529,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.491,0.0,0.0,0.000444,0.031008,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:06.524633,2022-09-16 11:29:06.528143,1663320546.524633,1663320546.528143,867.014296,867.017806,0.003511,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,740530.118,1321561.441,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0007559657096862,0.0003899998135036,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.0,0.0,0.0,0.000435,0.000173,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:06.600762,2022-09-16 11:29:07.069580,1663320546.600762,1663320547.06958,867.090425,867.559243,0.468819,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,21142.479,15920.85,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0234027981758117,0.0305497986929757,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.216,0.2,0.0,0.0,0.023688,0.028979,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:07.016052,2022-09-16 11:29:07.515389,1663320547.016052,1663320547.515389,867.505715,868.005052,0.499338,13.0,21.0,845.0,1236.0,65.0,64.0,65.0,52.0,65.0,58.857,13537.925,19802.22,169.0,144.0,13.0,12.0,13.0,0.0,13.0,6.857,0.0416067441304524,0.0249632477760314,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.571,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.484,0.0,0.0,0.000521,0.025592,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:07.201680,2022-09-16 11:29:07.606149,1663320547.20168,1663320547.606149,867.691343,868.095812,0.40447,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24506.143,18453.778,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0200535535812377,0.0288705825805664,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.203,0.199,0.0,0.0,0.020061,0.028553,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:07.516062,2022-09-16 11:29:07.518460,1663320547.516062,1663320547.51846,868.005725,868.008123,0.002399,3.0,6.0,195.0,348.0,65.0,64.0,65.0,52.0,65.0,58.0,650267.133,1160476.729,39.0,36.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0009049177169799,0.0004796028137207,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000391,0.000267,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:07.025973,2022-09-16 11:29:07.521548,1663320547.025973,1663320547.521548,867.515636,868.011211,0.495576,10.0,20.0,650.0,1160.0,65.0,64.0,65.0,52.0,65.0,58.0,10492.842,18725.687,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0549930996365017,0.0260828921669407,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.488,0.0,0.0,0.000335,0.025928,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:07.801224,2022-09-16 11:29:08.208451,1663320547.801224,1663320548.208451,868.290887,868.698114,0.407228,20.0,15.0,1187.0,933.0,65.0,65.0,52.0,52.0,59.35,62.2,23318.63,18328.797,147.0,153.0,13.0,13.0,0.0,0.0,7.35,10.2,0.0214055337403949,0.0290855680193219,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,503.05,506.2,0.0,0.0,0.185,0.2,0.0,0.0,0.021613,0.028922,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:08.032217,2022-09-16 11:29:08.526614,1663320548.032217,1663320548.526614,868.52188,869.016277,0.494398,10.0,18.0,650.0,1056.0,65.0,64.0,65.0,52.0,65.0,58.667,10517.843,17087.45,130.0,120.0,13.0,12.0,13.0,0.0,13.0,6.667,0.0549226601918538,0.0290646412793327,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.556,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.489,0.0,0.0,0.000251,0.028958,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:08.400947,2022-09-16 11:29:08.835157,1663320548.400947,1663320548.835157,868.89061,869.32482,0.434211,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,22827.621,17189.806,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0216848015785217,0.0310063532420567,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.227,0.201,0.0,0.0,0.021056,0.028875,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:08.030450,2022-09-16 11:29:08.521979,1663320548.03045,1663320548.521979,868.520113,869.011642,0.49153,16.0,32.0,1040.0,1856.0,65.0,64.0,65.0,52.0,65.0,58.0,16926.739,30207.72,208.0,192.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0327527999877929,0.0158557738027265,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.482,0.0,0.0,0.000264,0.015739,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:08.569828,2022-09-16 11:29:09.028380,1663320548.569828,1663320549.02838,869.059491,869.518043,0.458553,5.0,11.0,325.0,632.0,65.0,64.0,65.0,52.0,65.0,57.455,5670.011,11025.991,65.0,60.0,13.0,12.0,13.0,0.0,13.0,5.455,0.0009639859199523,0.0458551883697509,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.455,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.001,0.0,0.0,0.000423,0.000323,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:09.000785,2022-09-16 11:29:09.416756,1663320549.000785,1663320549.416756,869.490448,869.906419,0.415972,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,23828.538,17943.524,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.020762550830841,0.0297023568834577,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.207,0.2,0.0,0.0,0.019903,0.029379,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:09.013484,2022-09-16 11:29:09.511833,1663320549.013484,1663320549.511833,869.503147,870.001496,0.49835,16.0,32.0,1040.0,1856.0,65.0,64.0,65.0,52.0,65.0,58.0,16695.095,29794.324,208.0,192.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0331962585449218,0.0160757726238619,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.001,0.483,0.0,0.0,0.000406,0.017265,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.12,192.168.0.21,02:42:c0:a8:00:0c,02:42:c0:a8:00:15,192.168.0.12,192.168.0.21,IPV4-TCP,2022-09-16 11:29:09.512045,2022-09-16 11:29:09.514906,1663320549.512045,1663320549.514906,870.001708,870.004569,0.002862,5.0,10.0,325.0,580.0,65.0,64.0,65.0,52.0,65.0,58.0,908448.341,1621230.885,65.0,60.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0006012320518493,0.000317891438802,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000315,0.000157,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:09.600412,2022-09-16 11:29:10.049039,1663320549.600412,1663320550.049039,870.090075,870.538702,0.448628,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,22094.029,16637.392,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0224009990692138,0.0290002141680036,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.202,0.201,0.0,0.0,0.022431,0.028965,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.21,02:42:c0:a8:00:0b,02:42:c0:a8:00:15,192.168.0.11,192.168.0.21,IPV4-TCP,2022-09-16 11:29:10.010363,2022-09-16 11:29:10.072903,1663320550.010363,1663320550.072903,870.500026,870.562566,0.062541,8.0,16.0,520.0,928.0,65.0,64.0,65.0,52.0,65.0,58.0,66516.561,118706.478,104.0,96.0,13.0,12.0,13.0,0.0,13.0,6.0,0.0029777458735874,0.0041693210601806,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,509.0,502.0,0.0,0.0,0.003,0.041,0.0,0.0,0.000971,0.003696,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
192.168.0.11,192.168.0.12,02:42:c0:a8:00:0b,02:42:c0:a8:00:0c,192.168.0.11,192.168.0.12,IPV4-TCP,2022-09-16 11:29:10.200218,2022-09-16 11:29:10.608677,1663320550.200218,1663320550.608677,870.689881,871.09834,0.40846,21.0,15.0,1239.0,933.0,65.0,65.0,52.0,52.0,59.0,62.2,24266.761,18273.517,147.0,153.0,13.0,13.0,0.0,0.0,7.0,10.2,0.0203852415084838,0.0291623558316911,64.0,64.0,1.0,1.0,0.0,0.0,0.0,0.0,0.571,0.8,0.0,0.0,0.0,0.0,503.0,506.2,0.0,0.0,0.195,0.203,0.0,0.0,0.020963,0.028942,0.0,Normal,0.0,Normal,,,,,,,,,,,,,,,,,,
